study,subject,session,phase,condition,file,relative_path,file_name,sfreq_hz,duration_sec,channel_count,eeg_channel_count,aux_channel_count,grid_rows,grid_cols,grid_cell_count,missing_grid_cells,event_count,target_flash_count,non_target_flash_count,target_fraction,unique_stimulus_codes,min_stimulus_code,max_stimulus_code,inferred_character_count,is_adaptive_condition,missing_event_channels
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test05.edf,bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test05.edf,D_01_SE001_DynBigram_Test05.edf,256.0,53.375,114,32,82,9,8,72,0,195,23,172,0.11794871794871795,17,1,17,1,True,
StudyD,D_01,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test06.edf,bigP3BCI-data/StudyD/D_01/SE001/Test/DynBigram/D_01_SE001_DynBigram_Test06.edf,D_01_SE001_DynBigram_Test06.edf,256.0,58.375,114,32,82,9,8,72,0,235,29,206,0.12340425531914893,17,1,17,1,True,
StudyD,D_01,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train01.edf,bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train01.edf,D_01_SE001_RC_Train01.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_01,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train02.edf,bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train02.edf,D_01_SE001_RC_Train02.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_01,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train03.edf,bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train03.edf,D_01_SE001_RC_Train03.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_01,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train04.edf,bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train04.edf,D_01_SE001_RC_Train04.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_01,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train05.edf,bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train05.edf,D_01_SE001_RC_Train05.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_01,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train06.edf,bigP3BCI-data/StudyD/D_01/SE001/Train/RC/D_01_SE001_RC_Train06.edf,D_01_SE001_RC_Train06.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_02,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test01.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test01.edf,D_02_SE001_Dyn_Test01.edf,256.0,88.125,114,32,82,9,8,72,0,473,55,418,0.11627906976744186,17,1,17,1,True,
StudyD,D_02,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test02.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test02.edf,D_02_SE001_Dyn_Test02.edf,256.0,55.125,114,32,82,9,8,72,0,209,26,183,0.12440191387559808,17,1,17,1,True,
StudyD,D_02,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test03.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test03.edf,D_02_SE001_Dyn_Test03.edf,256.0,67.25,114,32,82,9,8,72,0,306,34,272,0.1111111111111111,17,1,17,1,True,
StudyD,D_02,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test04.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test04.edf,D_02_SE001_Dyn_Test04.edf,256.0,67.75,114,32,82,9,8,72,0,310,35,275,0.11290322580645161,17,1,17,1,True,
StudyD,D_02,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test05.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test05.edf,D_02_SE001_Dyn_Test05.edf,256.0,76.25,114,32,82,9,8,72,0,378,42,336,0.1111111111111111,17,1,17,1,True,
StudyD,D_02,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test06.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/Dyn/D_02_SE001_Dyn_Test06.edf,D_02_SE001_Dyn_Test06.edf,256.0,55.125,114,32,82,9,8,72,0,209,25,184,0.11961722488038277,17,1,17,1,True,
StudyD,D_02,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test01.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test01.edf,D_02_SE001_DynBigram_Test01.edf,256.0,53.5,114,32,82,9,8,72,0,196,24,172,0.12244897959183673,17,1,17,1,True,
StudyD,D_02,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test02.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test02.edf,D_02_SE001_DynBigram_Test02.edf,256.0,58.125,114,32,82,9,8,72,0,233,28,205,0.12017167381974249,17,1,17,1,True,
StudyD,D_02,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test03.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test03.edf,D_02_SE001_DynBigram_Test03.edf,256.0,58.125,114,32,82,9,8,72,0,233,28,205,0.12017167381974249,17,1,17,1,True,
StudyD,D_02,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test04.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test04.edf,D_02_SE001_DynBigram_Test04.edf,256.0,49.0,114,32,82,9,8,72,0,160,19,141,0.11875,17,1,17,1,True,
StudyD,D_02,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test05.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test05.edf,D_02_SE001_DynBigram_Test05.edf,256.0,56.75,114,32,82,9,8,72,0,222,26,196,0.11711711711711711,17,1,17,1,True,
StudyD,D_02,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test06.edf,bigP3BCI-data/StudyD/D_02/SE001/Test/DynBigram/D_02_SE001_DynBigram_Test06.edf,D_02_SE001_DynBigram_Test06.edf,256.0,59.625,114,32,82,9,8,72,0,245,28,217,0.11428571428571428,17,1,17,1,True,
StudyD,D_02,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train01.edf,bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train01.edf,D_02_SE001_RC_Train01.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_02,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train02.edf,bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train02.edf,D_02_SE001_RC_Train02.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_02,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train03.edf,bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train03.edf,D_02_SE001_RC_Train03.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_02,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train04.edf,bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train04.edf,D_02_SE001_RC_Train04.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_02,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train05.edf,bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train05.edf,D_02_SE001_RC_Train05.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_02,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train06.edf,bigP3BCI-data/StudyD/D_02/SE001/Train/RC/D_02_SE001_RC_Train06.edf,D_02_SE001_RC_Train06.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_03,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test01.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test01.edf,D_03_SE001_Dyn_Test01.edf,256.0,78.5,114,32,82,9,8,72,0,396,46,350,0.11616161616161616,17,1,17,1,True,
StudyD,D_03,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test02.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test02.edf,D_03_SE001_Dyn_Test02.edf,256.0,93.0,114,32,82,9,8,72,0,512,64,448,0.125,17,1,17,1,True,
StudyD,D_03,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test03.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test03.edf,D_03_SE001_Dyn_Test03.edf,256.0,91.125,114,32,82,9,8,72,0,497,60,437,0.12072434607645875,17,1,17,1,True,
StudyD,D_03,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test04.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test04.edf,D_03_SE001_Dyn_Test04.edf,256.0,99.375,114,32,82,9,8,72,0,563,67,496,0.11900532859680284,17,1,17,1,True,
StudyD,D_03,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test05.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test05.edf,D_03_SE001_Dyn_Test05.edf,256.0,89.125,114,32,82,9,8,72,0,481,56,425,0.11642411642411643,17,1,17,1,True,
StudyD,D_03,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test06.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/Dyn/D_03_SE001_Dyn_Test06.edf,D_03_SE001_Dyn_Test06.edf,256.0,103.25,114,32,82,9,8,72,0,594,70,524,0.11784511784511785,17,1,17,1,True,
StudyD,D_03,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test01.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test01.edf,D_03_SE001_DynBigram_Test01.edf,256.0,75.5,114,32,82,9,8,72,0,372,45,327,0.12096774193548387,17,1,17,1,True,
StudyD,D_03,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test02.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test02.edf,D_03_SE001_DynBigram_Test02.edf,256.0,92.125,114,32,82,9,8,72,0,505,58,447,0.11485148514851486,17,1,17,1,True,
StudyD,D_03,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test03.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test03.edf,D_03_SE001_DynBigram_Test03.edf,256.0,73.75,114,32,82,9,8,72,0,358,41,317,0.11452513966480447,17,1,17,1,True,
StudyD,D_03,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test04.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test04.edf,D_03_SE001_DynBigram_Test04.edf,256.0,91.625,114,32,82,9,8,72,0,501,59,442,0.11776447105788423,17,1,17,1,True,
StudyD,D_03,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test07.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test07.edf,D_03_SE001_DynBigram_Test07.edf,256.0,66.375,114,32,82,9,8,72,0,299,37,262,0.12374581939799331,17,1,17,1,True,
StudyD,D_03,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test08.edf,bigP3BCI-data/StudyD/D_03/SE001/Test/DynBigram/D_03_SE001_DynBigram_Test08.edf,D_03_SE001_DynBigram_Test08.edf,256.0,77.875,114,32,82,9,8,72,0,391,45,346,0.11508951406649616,17,1,17,1,True,
StudyD,D_03,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train01.edf,bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train01.edf,D_03_SE001_RC_Train01.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_03,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train02.edf,bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train02.edf,D_03_SE001_RC_Train02.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_03,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train03.edf,bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train03.edf,D_03_SE001_RC_Train03.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_03,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train04.edf,bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train04.edf,D_03_SE001_RC_Train04.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_03,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train05.edf,bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train05.edf,D_03_SE001_RC_Train05.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_03,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train06.edf,bigP3BCI-data/StudyD/D_03/SE001/Train/RC/D_03_SE001_RC_Train06.edf,D_03_SE001_RC_Train06.edf,256.0,156.5,114,32,82,9,8,72,0,1020,120,900,0.11764705882352941,17,1,17,6,False,
StudyD,D_04,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test01.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test01.edf,D_04_SE001_Dyn_Test01.edf,256.0,54.75,114,32,82,9,8,72,0,206,24,182,0.11650485436893204,17,1,17,1,True,
StudyD,D_04,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test02.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test02.edf,D_04_SE001_Dyn_Test02.edf,256.0,59.75,114,32,82,9,8,72,0,246,28,218,0.11382113821138211,17,1,17,1,True,
StudyD,D_04,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test03.edf,bigP3BCI-data/StudyD/D_04/SE001/Test/Dyn/D_04_SE001_Dyn_Test03.edf,D_04_SE001_Dyn_Test03.edf,256.0,73.375,114,32,82,9,8,72,0,355,42,313,0.11830985915492957,17,1,17,1,True,
